ref,pubdate,months,yearstart,yearend,season,environment,ocean,locality,mindepth,maxdepth,latmin,latmid,latmax,longmin,longmid,longmax,genus,genusconfirmed,species,spconfirmed,stage,minsize,midsize,maxsize,combmaxsize,genusfbms,fbmaxsize,primarydiet,primarygroup,secondarydiet,secondarygroup,tertiarydiet,tertiarygroup,copepods,fish,fishid,notes
tyler1975,1975,,1963,1965,multiple,temperate,pacific,us,0,200,44,44,44,-124,-124,-124,diaphus,diaphus,diaphus theta,diaphus theta,,20,45,70,70,170,114,copepods,crustaceans,euphausiids,crustaceans,ostracods,crustaceans,yes,no,,
tyler1975,1975,,1963,1965,multiple,temperate,pacific,us,0,200,44,44,44,-124,-124,-124,tarletonbeania,tarletonbeania,tarletonbeania crenularis,tarletonbeania crenularis,,20,50,80,80,127,127,euphausiids,crustaceans,copepods,crustaceans,amphipods,crustaceans,no,no,,
tyler1975,1975,,1963,1965,multiple,temperate,pacific,us,0,200,44,44,44,-124,-124,-124,stenobrachius,stenobrachius,stenobrachius leucopsarus,stenobrachius leucopsarus,,20,55,90,90,130,130,copepods,crustaceans,euphausiids,crustaceans,amphipods,crustaceans,yes,yes,unknown,
uchikawa2008,2008,"april,oct",1996,1998,multiple,temperate,pacific,japan,250,1800,36,38.5,41,141,142,143,lampanyctus,lampanyctus,lampanyctus jordani,lampanyctus jordani,,31,79.5,128,128,300,140,euphausiids,crustaceans,copepods,crustaceans,amphipods,crustaceans,no,yes,diogenichthys,
vannoord2013,2013,"feb,april",2007,2007,spring,tropical,pacific,marianas,0,2,16.633,13.816,11,142.333,144.666,147,myctophum,myctophum,myctophum aurolaternatum,myctophum aurolaternatum,,,,,110,110,110,copepods,crustaceans,,,,,yes,no,,
vannoord2013,2013,"feb,april",2007,2007,spring,tropical,pacific,marianas,0,2,16.633,13.816,11,142.333,144.666,147,myctophum,myctophum,myctophum lychnobium,myctophum lychnobium,,,,,38,110,38,molluscs,molluscs,amphipods,crustaceans,copepods,crustaceans,no,yes,,
vannoord2013,2013,"feb,april",2007,2007,spring,tropical,pacific,marianas,0,2,16.633,13.816,11,142.333,144.666,147,myctophum,myctophum,myctophum nitidulum,myctophum nitidulum,,,,,83,110,83,copepods,crustaceans,,,,,yes,no,,
vannoord2013,2013,"feb,april",2007,2007,spring,tropical,pacific,marianas,0,2,16.633,13.816,11,142.333,144.666,147,symbolophorus,symbolophorus,symbolophorus evermanni,symbolophorus evermanni,,,,,117,160,117,copepods,crustaceans,pisces,pisces,ostracods,crustaceans,yes,yes,,
vannoord2013,2013,"feb,april",2007,2007,spring,tropical,pacific,marianas,0,2,16.633,13.816,11,142.333,144.666,147,centrobranchus,centrobranchus,centrobranchus andreae,centrobranchus andreae,,65,65,65,65,65,65,molluscs,molluscs,medusae,gelatinous,ostracods,crustaceans,no,no,,
vannoord2016,2016,"aug,sept,oct,nov",2006,2006,multiple,tropical,pacific,pacific,0,2,10,0,-10,-140,-110,-80,gonichthys,gonichthys,gonichthys tenuiculus,gonichthys tenuiculus,,38,38,38,38,50,50,ostracods,crustaceans,amphipods,crustaceans,euphausiids,crustaceans,no,no,,
vannoord2016,2016,"aug,sept,oct,nov",2006,2006,multiple,tropical,pacific,pacific,0,2,10,0,-10,-140,-110,-80,myctophum,myctophum,myctophum nitidulum,myctophum nitidulum,,48,48,48,48,110,83,copepods,crustaceans,ostracods,crustaceans,amphipods,crustaceans,yes,yes,,
vannoord2016,2016,"aug,sept,oct,nov",2006,2006,multiple,tropical,pacific,pacific,0,2,10,0,-10,-140,-110,-80,symbolophorus,symbolophorus,symbolophorus reversus,symbolophorus reversus,,56,56,56,56,160,89,copepods,crustaceans,euphausiids,crustaceans,ostracods,crustaceans,yes,yes,,
vasiliadis2024,2024,"october,nov,dec",2006,2006,multiple,antarctic,antarctic,scotia sea,0,1000,-50,-55.5,-61,-32,-40.5,-49,electrona,electrona,electrona antarctica,electrona antarctica,,,,,127,127,,copepods,,,,,,,yes,,
watanabe2003,2003,"jan,feb,mar",1961,1992,winter,temperate,pacific,japan,0,1,29,32.5,36,130,137,144,myctophum,myctophum,myctophum nitidulum,myctophum nitidulum,,16,23,30,30,110,83,euphausiids,crustaceans,copepods,crustaceans,amphipods,crustaceans,no,yes,sardine larvae,
williams1985,1985,"nov,dec",1981,1982,summer,polar,antarctic,antarctica,0,75,-62,-62,-62,60,74,88,kreffichthys,kreffichthys,kreffichthys anderssoni,kreffichthys anderssoni,,27,46.5,66,66,71,71,copepods,crustaceans,euphausiids,crustaceans,amphipods,crustaceans,yes,yes,,
williams1985,1985,"nov,dec",1981,1982,summer,polar,antarctic,antarctica,0,75,-62,-62,-62,60,74,88,electrona,electrona,electrona antarctica,electrona antarctica,,20,57.5,95,95,127,115,copepods,crustaceans,euphausiids,crustaceans,amphipods,crustaceans,yes,yes,myctophid,
williams1985,1985,"nov,dec",1981,1982,summer,polar,antarctic,antarctica,0,75,-62,-62,-62,60,74,88,gymnoscopelus,gymnoscopelus,gymnoscopelus braueri,gymnoscopelus braueri,,41,95.5,150,150,280,220,euphausiids,crustaceans,copepods,crustaceans,amphipods,crustaceans,no,no,,
williams1985,1985,"nov,dec",1981,1982,summer,polar,antarctic,antarctica,0,75,-62,-62,-62,60,74,88,gymnoscopelus,gymnoscopelus,gymnoscopelus nicholsi,gymnoscopelus nicholsi,,41,95.5,150,150,280,191,euphausiids,crustaceans,copepods,crustaceans,amphipods,crustaceans,no,no,,
williams2001,2001,"feb,nov,april,jul",1992,1993,multiple,temperate,pacific,tasmania,0,900,-44.2,-44.2,-44.2,147.2,147.2,147.2,hygophum,hygophum,hygophum hanseni,hygophum hanseni,,23,40,57,57,81,67,euphausiids,crustaceans,copepods,crustaceans,decapods,crustaceans,no,yes,,
williams2001,2001,"feb,nov,april,jul",1992,1993,multiple,temperate,pacific,tasmania,0,900,-44.2,-44.2,-44.2,147.2,147.2,147.2,diaphus,diaphus,diaphus danae,diaphus danae,,28,77,126,126,170,126,euphausiids,crustaceans,copepods,crustaceans,amphipods,crustaceans,no,yes,,
williams2001,2001,"feb,nov,april,jul",1992,1993,multiple,temperate,pacific,tasmania,0,900,-44.2,-44.2,-44.2,147.2,147.2,147.2,lampanyctus,lampanyctus,lampanyctus australis,lampanyctus australis,,35,82,129,129,300,131,euphausiids,crustaceans,decapods,crustaceans,pisces,pisces,no,yes,,
woodstock2020,2020,,2010,2017,multiple,tropical,atlantic,gulf of mexico,0,1500,27,28,29,-87,-89,-91,benthosema,benthosema,benthosema suborbitale,benthosema suborbitale,,17,24,31,31,103,,copepods,,,,,,,yes,,
woodstock2020,2020,,2010,2017,multiple,tropical,atlantic,gulf of mexico,0,1500,27,28,29,-87,-89,-91,ceratoscopelus,ceratoscopelus,ceratoscopelus warmingii,ceratoscopelus warmingii,,21,31.5,42,42,184,,copepods,,,,,,,no,,
woodstock2020,2020,,2010,2017,multiple,tropical,atlantic,gulf of mexico,0,1500,27,28,29,-87,-89,-91,lampanyctus,lampanyctus,lampanyctus alatus,lampanyctus alatus,,18,36.5,55,55,300,,copepods,,,,,,,no,,
woodstock2020,2020,,2010,2017,multiple,tropical,atlantic,gulf of mexico,0,1500,27,28,29,-87,-89,-91,lepidophanes,lepidophanes,lepidophanes guentheri,lepidophanes guentheri,,15,37.5,60,60,80,,copepods,,,,,,,no,,
woodstock2020,2020,,2010,2017,multiple,tropical,atlantic,gulf of mexico,0,1500,27,28,29,-87,-89,-91,diaphus,diaphus,diaphus dumerilii,diaphus dumerilii,,21,39.5,58,58,170,,copepods,,,,,,,no,,
woodstock2020,2020,,2010,2017,multiple,tropical,atlantic,gulf of mexico,0,1500,27,28,29,-87,-89,-91,diaphus,diaphus,diaphus mollis,diaphus mollis,,32,41.5,51,51,170,,copepods,,,,,,,no,,
woodstock2020,2020,,2010,2017,multiple,tropical,atlantic,gulf of mexico,0,1500,27,28,29,-87,-89,-91,diaphus,diaphus,diaphus lucidus,diaphus lucidus,,57,77.5,98,98,170,,decapods,,,,,,,yes,,
young1986,1986,,1984,1984,multiple,temperate,pacific,tasmania,0,360,-42.65,-42.65,-42.65,148.466,148.466,148.466,lampanyctodes,lampanyctodes,lampanyctodes hectoris,lampanyctodes hectoris,,27,50,73,73,70,70,euphausiids,crustaceans,copepods,crustaceans,amphipods,crustaceans,no,yes,unknown,
young1986,1986,,1984,1985,multiple,temperate,pacific,tasmania,0,360,-42.65,-42.65,-42.65,148.466,148.466,148.466,diaphus,diaphus,diaphus danae,diaphus danae,,29,75.5,122,122,170,126,pisces,pisces,copepods,crustaceans,euphausiids,crustaceans,no,yes,"lampanyctodes hectoris, maurolicus muelleri, unknown",
zavala2019,2019,,2015,2016,multiple,tropical,atlantic,chile,0,1000,-18,-27,-36,70,90,110,diogenichthys,diogenichthys,diogenichthys laternatus,diogenichthys laternatus,larvae,4,7,10,10,50,,crustaceans,,,,,,,no,,
zavala2019,2019,,2015,2016,multiple,tropical,atlantic,chile,0,1000,-18,-27,-36,70,90,110,diogenichthys,diogenichthys,diogenichthys atlanticus,diogenichthys atlanticus,larvae,3,12.5,22,22,50,,copepods,,,,,,,no,,
zhang2024,2024,"dec,jan,feb,mar,apr",2021,2022,winter,temperate,pacific,east china sea,200,300,27,41.5,56,125,126.5,128,diaphus,diaphus,diaphus watasei,diaphus watasei,,32,41,50,50,170,,fish,"maurolicus muelleri, diaphus garmani, bregmaceros sp, polyipnus sp, unidentified",,,,,,yes,,
